Timestamp,Checkpoint Number,X Coordinate,Y Coordinate,Yaw Value,Distance (m),TOFL (mm),TOFR (mm),Temp (C),Humidity (%),VOC,CO2 (ppm),MQ2,Dust
2026-09-03 11:32:49.402,EVENT,START,-,-,-,-,-,-,-,-,-,-,-
2026-09-03 11:33:09.574,EVENT,STOP,-,-,-,-,-,-,-,-,-,-,-
