timestamp,written_frame_index
1788415369.420876,1
1788415369.4522216,2
1788415369.4887135,3
1788415369.5261319,4
1788415369.5632524,5
1788415369.600147,6
1788415369.6375923,7
1788415369.6756074,8
1788415369.7123878,9
1788415369.749438,10
1788415369.7869449,11
1788415369.8237333,12
1788415369.8613682,13
1788415369.8980095,14
1788415369.9349945,15
1788415369.9718828,16
1788415370.0089235,17
1788415370.0457737,18
1788415370.0829988,19
1788415370.120085,20
1788415370.157492,21
1788415370.1941826,22
1788415370.2316694,23
1788415370.268991,24
1788415370.3058093,25
1788415370.342107,26
1788415370.379455,27
1788415370.4175594,28
1788415370.4546137,29
1788415370.4916651,30
1788415370.5288057,31
1788415370.5662417,32
1788415370.6032178,33
1788415370.6400964,34
1788415370.678817,35
1788415370.7153947,36
1788415370.752284,37
1788415370.788922,38
1788415370.8260489,39
1788415370.8629422,40
1788415370.899795,41
1788415370.9389849,42
1788415370.9775221,43
1788415371.0144064,44
1788415371.0515919,45
1788415371.0887933,46
1788415371.1256943,47
1788415371.1629348,48
1788415371.2005436,49
1788415371.237889,50
1788415371.2777803,51
1788415371.3154209,52
1788415371.3525484,53
1788415371.389297,54
1788415371.4265194,55
1788415371.4633117,56
1788415371.5003617,57
1788415371.5379088,58
1788415371.5753653,59
1788415371.6122382,60
1788415371.6493964,61
1788415371.68637,62
1788415371.7231436,63
1788415371.7605736,64
1788415371.7973063,65
1788415371.834858,66
1788415371.8724127,67
1788415371.9091783,68
1788415371.9460359,69
1788415371.9834256,70
1788415372.0203328,71
1788415372.0574908,72
1788415372.0961344,73
1788415372.1345463,74
1788415372.1736777,75
1788415372.211369,76
1788415372.2487547,77
1788415372.286774,78
1788415372.3230422,79
1788415372.3602426,80
1788415372.3973958,81
1788415372.4346306,82
1788415372.4729059,83
1788415372.5118604,84
1788415372.5501256,85
1788415372.5868056,86
1788415372.6235569,87
1788415372.6608403,88
1788415372.6978664,89
1788415372.734847,90
1788415372.773076,91
1788415372.8117673,92
1788415372.8510456,93
1788415372.8894327,94
1788415372.9275587,95
1788415372.9645839,96
1788415373.001702,97
1788415373.0383356,98
1788415373.075264,99
1788415373.1123405,100
1788415373.1493256,101
1788415373.187017,102
1788415373.2233322,103
1788415373.2600598,104
1788415373.297929,105
1788415373.334404,106
1788415373.3723705,107
1788415373.4102416,108
1788415373.448444,109
1788415373.4857008,110
1788415373.5223014,111
1788415373.5543265,112
1788415373.5919955,113
1788415373.6324584,114
1788415373.670787,115
1788415373.7078335,116
1788415373.744856,117
1788415373.7817771,118
1788415373.8185813,119
1788415373.8556974,120
1788415373.8924947,121
1788415373.9296265,122
1788415373.967555,123
1788415374.0033529,124
1788415374.0405378,125
1788415374.0781705,126
1788415374.114502,127
1788415374.1528702,128
1788415374.1903775,129
1788415374.228569,130
1788415374.2659955,131
1788415374.3019683,132
1788415374.3396807,133
1788415374.3767622,134
1788415374.4134052,135
