timestamp,written_frame_index
1788428185.035393,1
1788428185.0677767,2
1788428185.104938,3
1788428185.1419296,4
1788428185.178773,5
1788428185.2159793,6
1788428185.2528787,7
1788428185.2901287,8
1788428185.3272302,9
1788428185.3652809,10
1788428185.4019783,11
1788428185.4391642,12
1788428185.4758124,13
1788428185.5119712,14
1788428185.5499516,15
1788428185.587058,16
1788428185.6247523,17
1788428185.661473,18
1788428185.6979678,19
1788428185.735111,20
1788428185.7721405,21
1788428185.8093805,22
1788428185.8467696,23
1788428185.8859963,24
1788428185.922255,25
1788428185.9593663,26
1788428185.996177,27
1788428186.0326571,28
1788428186.0703855,29
1788428186.1073277,30
1788428186.1447823,31
1788428186.182295,32
1788428186.218862,33
1788428186.2554774,34
1788428186.2928362,35
1788428186.3291836,36
1788428186.3669581,37
1788428186.4046314,38
1788428186.442054,39
1788428186.4802108,40
1788428186.5167572,41
1788428186.5528207,42
1788428186.591001,43
1788428186.6285372,44
1788428186.6603262,45
1788428186.6914835,46
1788428186.7284784,47
1788428186.765163,48
1788428186.8025436,49
1788428186.8396788,50
1788428186.8765025,51
1788428186.9128122,52
1788428186.951939,53
1788428186.9883766,54
1788428187.0252624,55
1788428187.062457,56
1788428187.0992765,57
1788428187.1367683,58
1788428187.173469,59
1788428187.2104924,60
1788428187.2473793,61
1788428187.28427,62
1788428187.3211467,63
1788428187.357661,64
1788428187.395542,65
1788428187.432344,66
1788428187.470591,67
1788428187.5081525,68
1788428187.5442815,69
1788428187.5816298,70
1788428187.6182735,71
1788428187.6552618,72
1788428187.6933975,73
1788428187.7321608,74
1788428187.769037,75
1788428187.8063538,76
1788428187.8430495,77
1788428187.8804557,78
1788428187.9170012,79
1788428187.954133,80
1788428187.9917223,81
1788428188.0294387,82
1788428188.0664964,83
1788428188.103245,84
1788428188.1404655,85
1788428188.1771772,86
1788428188.2143247,87
1788428188.2520995,88
1788428188.2892866,89
1788428188.326125,90
1788428188.362783,91
1788428188.4003487,92
1788428188.4370954,93
1788428188.4750202,94
1788428188.511586,95
1788428188.5495074,96
1788428188.5865304,97
1788428188.6233816,98
1788428188.660744,99
1788428188.6974347,100
1788428188.7347836,101
1788428188.7722697,102
1788428188.8091578,103
1788428188.846417,104
1788428188.8840263,105
1788428188.920842,106
1788428188.958053,107
1788428188.9951224,108
1788428189.0329974,109
1788428189.0696878,110
1788428189.106253,111
1788428189.1434612,112
1788428189.1808026,113
1788428189.2180283,114
1788428189.254452,115
1788428189.2926035,116
1788428189.3297226,117
1788428189.3664973,118
1788428189.4035664,119
1788428189.4408054,120
1788428189.4778683,121
1788428189.5144718,122
1788428189.5535526,123
1788428189.594188,124
1788428189.6244464,125
1788428189.6616375,126
1788428189.6983476,127
1788428189.73538,128
1788428189.7731175,129
1788428189.811001,130
1788428189.8469927,131
1788428189.8843577,132
1788428189.9213748,133
1788428189.9582455,134
1788428189.9955728,135
1788428190.0327218,136
1788428190.0696774,137
1788428190.1066716,138
1788428190.1439607,139
1788428190.181019,140
1788428190.2184258,141
1788428190.2554188,142
1788428190.293045,143
1788428190.3304064,144
1788428190.3670874,145
1788428190.403737,146
1788428190.4406939,147
1788428190.4786267,148
1788428190.5156353,149
1788428190.5528462,150
1788428190.5895722,151
1788428190.6266036,152
1788428190.663382,153
1788428190.7000952,154
1788428190.7371557,155
1788428190.7753015,156
1788428190.8135154,157
1788428190.8504722,158
1788428190.8875623,159
1788428190.924558,160
1788428190.9616885,161
1788428190.9989727,162
1788428191.0359411,163
1788428191.0752513,164
1788428191.1124272,165
1788428191.1488605,166
1788428191.185466,167
1788428191.2227604,168
1788428191.259742,169
1788428191.2967272,170
1788428191.3336644,171
1788428191.37099,172
1788428191.4080455,173
1788428191.4454823,174
1788428191.4836512,175
1788428191.5202522,176
1788428191.557818,177
1788428191.5955946,178
1788428191.6320658,179
1788428191.669508,180
1788428191.706939,181
1788428191.744292,182
1788428191.7811718,183
1788428191.8182344,184
1788428191.8555348,185
1788428191.8928647,186
1788428191.9294538,187
1788428191.9666278,188
1788428192.0034506,189
1788428192.0407252,190
1788428192.0779707,191
1788428192.1154025,192
1788428192.1521616,193
1788428192.1890326,194
1788428192.226304,195
1788428192.2631192,196
1788428192.3001852,197
1788428192.337322,198
1788428192.374891,199
1788428192.411849,200
1788428192.4486074,201
1788428192.4862835,202
1788428192.5229282,203
1788428192.5599365,204
1788428192.596649,205
1788428192.6345818,206
1788428192.671017,207
1788428192.708515,208
1788428192.745761,209
1788428192.7826314,210
1788428192.8198051,211
1788428192.8570595,212
1788428192.8954527,213
1788428192.931891,214
1788428192.9684055,215
1788428193.005467,216
1788428193.0428498,217
1788428193.0802522,218
1788428193.1178532,219
1788428193.1562593,220
1788428193.193449,221
1788428193.229822,222
1788428193.2665908,223
1788428193.3042407,224
1788428193.3409824,225
1788428193.3787317,226
1788428193.4169214,227
1788428193.4560742,228
1788428193.4956353,229
1788428193.5337048,230
1788428193.5705483,231
1788428193.6074305,232
1788428193.644861,233
1788428193.6820407,234
1788428193.7190661,235
1788428193.7560527,236
1788428193.7928734,237
1788428193.8327587,238
1788428193.8698227,239
1788428193.9069526,240
1788428193.9442294,241
1788428193.9813018,242
1788428194.018414,243
1788428194.0557334,244
1788428194.0928717,245
1788428194.1322365,246
1788428194.170051,247
