timestamp,written_frame_index
1788427664.072803,1
1788427664.109987,2
1788427664.1486113,3
1788427664.1857152,4
1788427664.2227752,5
1788427664.2605846,6
1788427664.297646,7
1788427664.3347242,8
1788427664.371803,9
1788427664.410138,10
1788427664.446571,11
1788427664.4880521,12
1788427664.5248966,13
1788427664.5613666,14
1788427664.5989726,15
1788427664.6361034,16
1788427664.6730187,17
1788427664.709901,18
1788427664.7470708,19
1788427664.783962,20
1788427664.8211584,21
1788427664.8585496,22
1788427664.89555,23
1788427664.9329917,24
1788427664.9698837,25
1788427665.006449,26
1788427665.0435507,27
1788427665.081457,28
1788427665.118421,29
1788427665.155465,30
1788427665.192418,31
1788427665.229732,32
1788427665.266562,33
1788427665.3040283,34
1788427665.341148,35
1788427665.3786027,36
1788427665.416124,37
1788427665.4531865,38
1788427665.4905677,39
1788427665.527272,40
1788427665.5651035,41
1788427665.601238,42
1788427665.6384363,43
1788427665.6757817,44
1788427665.7126687,45
1788427665.7500532,46
1788427665.7878077,47
1788427665.8252072,48
1788427665.8621948,49
1788427665.9000661,50
1788427665.935686,51
1788427665.972971,52
1788427666.0105648,53
1788427666.0473754,54
1788427666.0846162,55
1788427666.1213143,56
1788427666.1587622,57
1788427666.1963916,58
1788427666.2351294,59
1788427666.2715776,60
1788427666.3085938,61
1788427666.3473275,62
1788427666.383939,63
1788427666.4224668,64
1788427666.4593062,65
1788427666.4958262,66
1788427666.5335815,67
1788427666.5712357,68
1788427666.6076741,69
1788427666.6450913,70
1788427666.6825113,71
1788427666.7200084,72
1788427666.7573743,73
1788427666.7949686,74
1788427666.8318892,75
1788427666.8690076,76
1788427666.9071968,77
1788427666.943879,78
1788427666.9814649,79
1788427667.0193017,80
1788427667.055524,81
1788427667.092875,82
1788427667.1305256,83
1788427667.167652,84
1788427667.204633,85
1788427667.2423995,86
1788427667.279692,87
1788427667.3169837,88
1788427667.3552756,89
1788427667.3925512,90
1788427667.4300942,91
1788427667.4674807,92
1788427667.5039692,93
1788427667.5414417,94
1788427667.579423,95
1788427667.616169,96
1788427667.653418,97
1788427667.6913803,98
1788427667.727529,99
1788427667.7648587,100
1788427667.8034391,101
1788427667.8398113,102
1788427667.877009,103
1788427667.9150295,104
1788427667.9517798,105
1788427667.9886265,106
1788427668.0257518,107
1788427668.0627694,108
1788427668.099751,109
1788427668.1366282,110
1788427668.1733422,111
1788427668.2109385,112
1788427668.2478795,113
1788427668.2849424,114
1788427668.3220255,115
1788427668.3589263,116
1788427668.3965933,117
1788427668.4343352,118
1788427668.4706008,119
1788427668.5075097,120
1788427668.5445056,121
1788427668.5820694,122
1788427668.618679,123
1788427668.6555297,124
1788427668.6922266,125
1788427668.7296743,126
1788427668.7666135,127
1788427668.8040075,128
1788427668.8408706,129
1788427668.878188,130
1788427668.9162807,131
1788427668.9527555,132
1788427668.9900446,133
1788427669.0271332,134
1788427669.065789,135
1788427669.0955086,136
1788427669.1332724,137
1788427669.1699345,138
1788427669.2070456,139
1788427669.2442815,140
1788427669.2803411,141
1788427669.3178089,142
1788427669.356526,143
1788427669.392944,144
1788427669.4303682,145
1788427669.4675488,146
1788427669.5048077,147
1788427670.3598518,148
1788427670.3965957,149
1788427670.4353135,150
1788427670.471206,151
1788427670.508224,152
1788427670.545766,153
1788427670.58259,154
1788427670.6192079,155
1788427670.6567342,156
1788427670.6936264,157
1788427670.7308083,158
