Timestamp,Checkpoint Number,X Coordinate,Y Coordinate,Yaw Value,Distance (m),TOFL (mm),TOFR (mm),Temp (C),Humidity (%),VOC,CO2 (ppm),MQ2,Dust
2026-09-03 15:06:25.005,EVENT,START,-,-,-,-,-,-,-,-,-,-,-
2026-09-03 15:06:25.035,1,-0.145,-0.0001,270.02,0.01,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,2,-0.145,-0.0001,270.02,0.02,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,3,-0.145,-0.0001,270.02,0.03,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,4,-0.145,-0.0001,270.02,0.04,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,5,-0.145,-0.0001,270.02,0.05,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,6,-0.145,-0.0001,270.02,0.06,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,7,-0.145,-0.0001,270.02,0.07,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,8,-0.145,-0.0001,270.02,0.08,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,9,-0.145,-0.0001,270.02,0.09,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,10,-0.145,-0.0001,270.02,0.1,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,11,-0.145,-0.0001,270.02,0.11,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,12,-0.145,-0.0001,270.02,0.12,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,13,-0.145,-0.0001,270.02,0.13,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:25.035,14,-0.145,-0.0001,270.02,0.14,537,81,29.5,62.4,63,25,1628,0
2026-09-03 15:06:45.283,EVENT,STOP,-,-,-,-,-,-,-,-,-,-,-
