timestamp,written_frame_index
1788415478.0253718,1
1788415478.0624723,2
1788415478.1019206,3
1788415478.1401162,4
1788415478.1717477,5
1788415478.2086585,6
1788415478.2457676,7
1788415478.2837934,8
1788415478.3200326,9
1788415478.3569984,10
1788415478.3940318,11
1788415478.431263,12
1788415478.4688013,13
1788415478.5058858,14
1788415478.5430787,15
1788415478.5816069,16
1788415478.6189013,17
1788415478.6559732,18
1788415478.692753,19
1788415478.7293718,20
1788415478.7671053,21
1788415478.8043044,22
1788415478.8428915,23
1788415478.8819733,24
1788415478.9213955,25
1788415478.9593382,26
1788415478.9964535,27
1788415479.03284,28
1788415479.0696852,29
1788415479.1066258,30
1788415479.1439633,31
1788415479.180772,32
1788415479.219106,33
1788415479.2562718,34
1788415479.2937238,35
1788415479.3300564,36
1788415479.3672116,37
1788415479.4036872,38
1788415479.4408433,39
1788415479.477797,40
1788415479.5154905,41
1788415479.5523083,42
1788415479.589793,43
1788415479.626704,44
1788415479.6636553,45
1788415479.700829,46
1788415479.7395766,47
1788415479.776544,48
1788415479.813726,49
1788415479.8501775,50
1788415479.8871036,51
1788415479.924232,52
1788415479.960993,53
1788415479.9982424,54
1788415480.0353794,55
1788415480.0725324,56
1788415480.1093595,57
1788415480.1468298,58
1788415480.1833847,59
1788415480.2203846,60
1788415480.2607453,61
1788415480.29707,62
1788415480.333117,63
1788415480.3702996,64
1788415480.4067724,65
1788415480.4439917,66
1788415480.4821298,67
1788415480.5200624,68
1788415480.558882,69
1788415480.597903,70
1788415480.636877,71
1788415480.6759994,72
1788415480.713664,73
1788415480.7493825,74
1788415480.7871602,75
1788415480.823897,76
1788415480.8606176,77
1788415480.8987184,78
1788415480.9366488,79
1788415480.973646,80
1788415481.0104678,81
1788415481.0474226,82
1788415481.0847683,83
1788415481.1218286,84
1788415481.15944,85
1788415481.1968312,86
1788415481.2338214,87
1788415481.2717788,88
1788415481.3082557,89
1788415481.3454537,90
1788415481.3819523,91
1788415481.4193797,92
1788415481.457477,93
1788415481.4957588,94
1788415481.5329266,95
1788415481.5700924,96
1788415481.6073623,97
1788415481.6440692,98
1788415481.6815002,99
1788415481.7183151,100
1788415481.7559888,101
1788415481.7932482,102
1788415481.830473,103
1788415481.8672395,104
1788415481.904424,105
1788415481.9414172,106
1788415481.9790168,107
1788415482.0166435,108
1788415482.0548668,109
1788415482.0912738,110
1788415482.127772,111
1788415482.1654005,112
1788415482.201924,113
1788415482.2393177,114
1788415482.2777653,115
1788415482.314259,116
1788415482.3504872,117
1788415482.3883395,118
1788415482.424901,119
1788415482.4616313,120
1788415482.4995728,121
1788415482.5365648,122
1788415482.5731251,123
1788415482.6103747,124
1788415482.6474745,125
1788415482.6846635,126
1788415482.7221327,127
1788415482.7592654,128
1788415482.7963486,129
1788415482.8341396,130
1788415482.8698866,131
1788415482.90756,132
1788415482.9453113,133
1788415482.981575,134
1788415483.0192559,135
1788415483.0569594,136
1788415483.0932016,137
1788415483.1298444,138
1788415483.1680794,139
1788415483.2047646,140
1788415483.2417579,141
1788415483.2796173,142
1788415483.3158143,143
1788415483.3528676,144
1788415483.3909612,145
1788415483.4281104,146
1788415483.4660127,147
1788415483.5015619,148
1788415483.5391932,149
1788415483.5775685,150
1788415483.614806,151
1788415483.6517088,152
1788415483.689988,153
1788415483.7266464,154
1788415483.763788,155
1788415483.8012342,156
1788415483.8378234,157
1788415483.874547,158
1788415483.9127142,159
1788415483.9500427,160
1788415483.9862916,161
1788415484.025774,162
1788415484.060981,163
1788415484.0987139,164
